company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,departure_delay_min,total_pax,checked_bags,transfer_bags,ground_time_stress,transfer_ratio,load_factor,SSR_intensity,difficulty_score,rank,category
UA,534,2025-08-10,ORD,EWR,404.0,185,0,31,0.051222265333050715,0.08857142857142858,0.4713896457765669,0.10100742993455034,0.17555843417382416,355.0,Medium
UA,2640,2025-08-12,ORD,DCA,-7.0,58,0,22,0.04836760905739953,0.06285714285714286,0.2181566541239566,0.1014359967506432,0.10505093131262337,457.0,Easy
UA,660,2025-08-02,ORD,SAN,10.0,277,0,37,0.05715664608837688,0.10571428571428572,0.7220708446866485,0.03287344207379764,0.23066796484150615,144.0,Difficult
OO,5538,2025-08-10,ORD,HSV,73.0,47,0,13,0.04802073622700712,0.037142857142857144,0.4795640326975477,0.07678105937442951,0.15893915520308924,461.0,Easy
UA,2343,2025-08-06,ORD,IND,-3.0,179,0,95,0.04626023575115229,0.2714285714285714,0.5122615803814714,0.06099276657053873,0.22199916199196412,60.0,Difficult
UA,600,2025-08-03,ORD,LAS,82.0,205,0,42,0.04421146144276588,0.12000000000000001,0.5914176548490707,0.049521371902662495,0.20102212652562995,197.0,Difficult
UA,2385,2025-08-01,ORD,MSO,-6.0,179,0,46,0.06269106401115278,0.13142857142857142,0.5549391024588819,0.03925495559678191,0.19825022879456555,258.0,Medium
UA,1620,2025-08-13,ORD,SEA,-6.0,175,0,68,0.05756077954483278,0.19428571428571428,0.44414168937329707,0.08063019683702792,0.19300112414560827,206.0,Medium
OO,5225,2025-08-14,ORD,MKE,-2.0,46,0,44,0.04561194205519229,0.12571428571428572,0.2971461350924997,0.07849900631732595,0.13509848908171923,518.0,Easy
OO,5555,2025-08-01,ORD,MKE,23.0,45,0,29,0.05024897114663151,0.08285714285714287,0.457765667574932,0.06457181918498933,0.16314475778900603,501.0,Easy
UA,359,2025-08-10,ORD,MEX,0.0,166,0,20,0.046652721250843174,0.05714285714285714,0.5703905540417802,0.14585475200762063,0.2000501195729364,175.0,Difficult
OO,5280,2025-08-11,ORD,DSM,22.0,92,0,38,0.04704705374112084,0.10857142857142857,0.626989817868923,0.030437394747516448,0.20409190668192745,140.0,Difficult
YX,3694,2025-08-12,ORD,ROC,3.0,70,0,29,0.04700826693879845,0.08285714285714287,0.46923849132367706,0.06344885632986529,0.1648161598928176,281.0,Easy
OO,5795,2025-08-06,ORD,TUL,-2.0,82,0,38,0.0466979725202193,0.10857142857142857,0.5552846694392658,0.05599210567896802,0.191171837394533,179.0,Medium
OO,5729,2025-08-11,ORD,FNT,-4.0,45,0,20,0.04879379732157069,0.05714285714285714,0.457765667574932,0.2964637564322157,0.20265802166236163,146.0,Difficult
YX,3604,2025-08-12,ORD,CMH,145.0,79,0,19,0.04941304868278683,0.054285714285714284,0.5337731249103685,0.05148716415371228,0.17213605723459924,237.0,Easy
UA,611,2025-08-10,ORD,SFO,6.0,276,0,22,0.05765230578218006,0.06285714285714286,0.6100747572137218,0.028514930472512627,0.1912316528468727,235.0,Medium
UA,1361,2025-08-14,ORD,STL,11.0,132,0,80,0.04668083416570475,0.22857142857142856,0.5382120150512522,0.06207067442477497,0.2181142460403366,67.0,Difficult
UA,1580,2025-08-02,ORD,YVR,37.0,204,0,29,0.04568056485930114,0.08285714285714287,0.6370112603000558,0.052376107578897754,0.2041464917628696,289.0,Difficult
G7,4186,2025-08-10,ORD,MLI,20.0,48,0,25,0.04865737477547123,0.07142857142857142,0.49046321525885567,0.14145971806930502,0.18336210271835915,300.0,Medium
G7,4568,2025-08-06,ORD,SCE,36.0,50,0,6,0.04647461403788,0.017142857142857144,0.5122615803814714,0.05081551794077689,0.1564565971806015,394.0,Easy
UA,1182,2025-08-03,ORD,SJC,4.0,150,0,18,0.046284808756350326,0.05142857142857143,0.5122615803814714,0.06968130366690964,0.16874424131279772,459.0,Easy
G7,4445,2025-08-10,ORD,BHM,-8.0,56,0,23,0.04770241695277507,0.06571428571428571,0.5776566757493189,0.05144718495651539,0.18544290244303674,285.0,Medium
G7,4188,2025-08-15,ORD,GSO,34.0,46,0,14,0.047293149314476715,0.04,0.4686648501362399,0.08234393527132976,0.15782294438266892,422.0,Easy
OO,5526,2025-08-01,ORD,ATW,12.0,53,0,23,0.04752052022464247,0.06571428571428571,0.5449591280653951,0.06449766145003695,0.17982404180232037,392.0,Medium
UA,2302,2025-08-14,ORD,BWI,-4.0,144,0,31,0.04770941298078017,0.08857142857142858,0.49046321525885567,0.023548563731288604,0.16378119759806284,427.0,Easy
UA,1297,2025-08-06,ORD,DFW,-5.0,116,0,8,0.04649682235933805,0.022857142857142857,0.46901085593183695,0.12735612248473918,0.1623872709019942,360.0,Easy
YX,3422,2025-08-03,ORD,DTW,-4.0,80,0,28,0.04700826693879845,0.08,0.5901128843908136,0.061869689183618876,0.1940046390160667,262.0,Medium
OO,5984,2025-08-13,ORD,BIL,42.0,98,0,46,0.04419274290354985,0.13142857142857142,0.6700129069267173,0.041069800468799086,0.22183215255364697,82.0,Difficult
UA,1616,2025-08-02,ORD,GRR,5.0,163,0,83,0.04778490500390497,0.23714285714285716,0.6722892608451192,0.08998661757614615,0.2596908245133948,35.0,Difficult
YX,3536,2025-08-15,ORD,YUL,-3.0,71,0,18,0.06795683417406435,0.05142857142857143,0.4764090061666429,0.035121709530715806,0.15937078655716602,411.0,Easy
YX,3542,2025-08-10,ORD,YUL,38.0,76,0,20,0.046071842711300666,0.05714285714285714,0.5122615803814714,0.04429937549427507,0.16503253729332737,443.0,Easy
OO,5737,2025-08-02,ORD,OMA,8.0,97,0,46,0.046387678101640156,0.13142857142857142,0.6628423920837517,0.021459287363396248,0.21677590178125206,213.0,Difficult
OO,5448,2025-08-08,ORD,FWA,-1.0,51,0,22,0.05056729042086356,0.06285714285714286,0.5231607629427794,0.08792285198499801,0.1792592339732392,327.0,Medium
OO,5790,2025-08-08,ORD,CRW,39.0,52,0,55,0.11209385871171643,0.15714285714285714,0.5340599455040872,0.09979399770314255,0.22638765781587952,73.0,Difficult
OO,5027,2025-08-04,ORD,MCW,-6.0,13,0,3,0.04692935585821151,0.008571428571428572,0.10899182561307902,0.1338068229939933,0.07023098490238901,563.0,Easy
OO,5819,2025-08-11,ORD,DLH,-8.0,48,0,39,0.047929787862940824,0.11142857142857143,0.49046321525885567,0.08987358788969416,0.18282660060867786,269.0,Medium
UA,2426,2025-08-15,ORD,IAH,8.0,157,0,50,0.046236686621170836,0.14285714285714285,0.44528336352427206,0.08675213543995035,0.17825655966969503,278.0,Medium
G7,4563,2025-08-05,ORD,FSD,-10.0,63,0,24,0.04742957186057616,0.06857142857142857,0.6539509536784741,0.07355552667825842,0.2095705724563002,131.0,Difficult
UA,2494,2025-08-15,ORD,MCI,10.0,153,0,90,0.046283784881133744,0.2571428571428572,0.4331055059138722,0.08214289451747607,0.2028758051320177,126.0,Difficult
UA,580,2025-08-11,ORD,PDX,9.0,205,0,98,0.04647217792098537,0.28,0.5914176548490707,0.11595424304758015,0.2549869156980793,11.0,Difficult
UA,349,2025-08-15,ORD,BTV,-2.0,139,0,93,0.046762617190756625,0.26571428571428574,0.5684875221659963,0.04992482283521686,0.23256420169434086,36.0,Difficult
UA,2417,2025-08-10,ORD,SAN,5.0,203,0,57,0.04687251313067007,0.16285714285714287,0.5853287260438708,0.09359461569389786,0.219827144303234,62.0,Difficult
UA,1643,2025-08-07,ORD,SEA,-3.0,235,0,47,0.0742366021691185,0.13428571428571429,0.6827515869270698,0.04140771372424956,0.2348118486987815,33.0,Difficult
UA,2254,2025-08-04,ORD,PDX,-10.0,225,0,76,0.05798618318320742,0.21714285714285714,0.5803814713896458,0.05356677908749098,0.22749029290558614,33.0,Difficult
UA,1740,2025-08-05,ORD,RSW,-6.0,219,0,18,0.06754864925438583,0.05142857142857143,0.6340401564854703,0.03329036739989316,0.1982898502348048,190.0,Medium
UA,664,2025-08-04,ORD,LGA,-1.0,174,0,8,0.04660746998146705,0.022857142857142857,0.538524670890647,0.07399115979731007,0.16912592639084958,403.0,Easy
UA,1387,2025-08-03,ORD,SFO,-2.0,432,0,96,0.05606966644687479,0.2742857142857143,0.6140671317783035,0.03173683863401992,0.24525647917687088,18.0,Difficult
YX,3716,2025-08-01,ORD,CMH,114.0,87,0,42,0.04575157454355291,0.12000000000000001,0.5911372436540944,0.054678125219939006,0.20244540832057725,221.0,Difficult
UA,788,2025-08-02,ORD,MYR,-4.0,205,0,11,0.04752125367919139,0.03142857142857143,0.5914176548490707,0.0201873768516599,0.17400540804349993,452.0,Medium
UA,2616,2025-08-06,ORD,PDX,24.0,200,0,34,0.04924497253938979,0.09714285714285714,0.623879715045468,0.08442019835718349,0.21191317448033492,94.0,Difficult
UA,1168,2025-08-15,ORD,SFO,7.0,221,0,55,0.04609615149063636,0.15714285714285714,0.5694822888283378,0.04417301242745658,0.20431973442548096,118.0,Difficult
UA,503,2025-08-13,ORD,DEN,13.0,281,0,46,0.04606327939130741,0.13142857142857142,0.621719183027085,0.06573274878419261,0.21525247218814483,99.0,Difficult
OO,5795,2025-08-04,ORD,TUL,-9.0,78,0,29,0.0466979725202193,0.08285714285714287,0.5266026100674029,0.058978598327639756,0.1781700496527302,316.0,Medium
OO,5398,2025-08-15,ORD,IND,-4.0,67,0,33,0.047405085762558315,0.09428571428571429,0.4477269467947799,0.03999233006576598,0.15772315701204426,424.0,Easy
UA,1335,2025-08-01,ORD,BUF,7.0,239,0,96,0.04663702183085554,0.2742857142857143,0.6949294445374699,0.0747184289897895,0.2712385820530106,11.0,Difficult
UA,534,2025-08-13,ORD,EWR,117.0,195,0,10,0.04618123221831129,0.02857142857142857,0.4986376021798366,0.095712459107791,0.16479911917486786,398.0,Easy
UA,2616,2025-08-07,ORD,PDX,6.0,182,0,57,0.04619374409002819,0.16285714285714287,0.5647877613998228,0.09299143238333535,0.21436763576791693,110.0,Difficult
UA,987,2025-08-08,ORD,CDG,25.0,420,0,66,0.0480593892817353,0.18857142857142858,0.6870597912703716,0.03565551299210168,0.240456724343391,39.0,Difficult
UA,2232,2025-08-14,ORD,MSP,-5.0,172,0,16,0.04689449231865276,0.045714285714285714,0.5319588982633532,0.018321397667061125,0.1621509232234178,440.0,Easy
UA,1525,2025-08-02,ORD,AUS,-3.0,190,0,43,0.04698752050964926,0.12285714285714286,0.7890662168591324,0.06757131465096702,0.255591359012157,60.0,Difficult
UA,2090,2025-08-09,ORD,MIA,-3.0,226,0,16,0.12274780993091174,0.045714285714285714,0.65535140730367,0.029841941348763012,0.21805915450351504,166.0,Difficult
UA,468,2025-08-11,ORD,IAH,-1.0,224,0,18,0.057257679452490856,0.05142857142857143,0.6492624784984702,0.08776803302925193,0.20990367292335807,111.0,Difficult
UA,1657,2025-08-06,ORD,LGA,-5.0,135,0,3,0.056743754321719145,0.008571428571428572,0.41049210465841574,0.03050859724972389,0.1278907290539216,463.0,Easy
UA,2862,2025-08-11,ORD,IAD,-1.0,208,0,62,0.046448628791003914,0.17714285714285716,0.6005510480568707,0.06748180722584327,0.2218544263824018,61.0,Difficult
YX,3635,2025-08-02,ORD,MSN,-2.0,95,0,75,0.046504038508607334,0.2142857142857143,0.6485013623978202,0.031267089963375364,0.23590139871614088,117.0,Difficult
UA,349,2025-08-02,ORD,BTV,0.0,155,0,65,0.047324875487988215,0.18571428571428572,0.6376886812854116,0.04453960227104711,0.2289561248505302,151.0,Difficult
UA,2040,2025-08-10,ORD,DEN,72.0,202,0,37,0.046060760767779985,0.10571428571428572,0.5822842616412708,0.04416112673491382,0.1946500904162059,214.0,Medium
G7,4186,2025-08-06,ORD,MLI,-6.0,30,0,36,0.04865737477547123,0.10285714285714286,0.29427792915531337,0.22768224706685602,0.15941742984912663,378.0,Easy
YX,3700,2025-08-08,ORD,BNA,-2.0,76,0,5,0.0466979725202193,0.014285714285714285,0.5122615803814714,0.02102743688876061,0.14985170280061433,495.0,Easy
UA,2075,2025-08-06,ORD,TPA,128.0,154,0,25,0.04647818064039241,0.07142857142857142,0.4728669446177079,0.1057131154947925,0.17115995630264605,302.0,Easy
UA,2497,2025-08-13,ORD,DTW,81.0,129,0,33,0.05250787470065034,0.09428571428571429,0.5252367977163617,0.10332711491556687,0.19129841339382747,216.0,Medium
OO,5352,2025-08-05,ORD,CAK,1.0,70,0,23,0.11550442236420275,0.06571428571428571,0.7302452316076294,0.06344885632986529,0.24633097730571266,22.0,Difficult
UA,1495,2025-08-07,ORD,TVC,2.0,128,0,39,0.0461988032381572,0.11142857142857143,0.4323342415985469,0.09171595090526648,0.16814353440928004,412.0,Easy
UA,2387,2025-08-11,ORD,MCO,9.0,264,0,11,0.04622377258214875,0.03142857142857143,0.7710410546024691,0.011824443117497037,0.21684942690590414,78.0,Difficult
OO,5608,2025-08-13,ORD,GRB,-4.0,53,0,26,0.05434164752961507,0.07428571428571429,0.5449591280653951,0.054486336975018326,0.18201097224166554,296.0,Medium
OO,5375,2025-08-09,ORD,GRB,-5.0,56,0,45,0.04661103658397945,0.1285714285714286,0.5776566757493189,0.05776385397690001,0.2020931078507607,248.0,Difficult
UA,359,2025-08-15,ORD,MEX,-7.0,169,0,16,0.046652721250843174,0.045714285714285714,0.5812897366030881,0.1432257711878328,0.19939197619216298,140.0,Medium
YX,3402,2025-08-08,ORD,YOW,-6.0,77,0,38,0.046762617190756625,0.10857142857142857,0.5194320952244371,0.05977370351269545,0.1829844068087325,302.0,Medium
G7,4431,2025-08-14,ORD,MSN,0.0,53,0,19,0.04661103658397945,0.054285714285714284,0.5449591280653951,0.054486336975018326,0.17469178895797485,335.0,Medium
YX,3716,2025-08-02,ORD,CMH,11.0,86,0,99,0.04716341414808802,0.28285714285714286,0.5839667288111287,0.05534001622313438,0.24192299540612117,94.0,Difficult
YX,3696,2025-08-08,ORD,CVG,-9.0,68,0,21,0.046504038508607334,0.060000000000000005,0.49669131957960305,0.03937120019574554,0.16099828148663206,453.0,Easy
UA,2071,2025-08-09,ORD,SAN,3.0,248,0,4,0.04620735349435184,0.011428571428571429,0.7814582581005219,0.01701115088578707,0.2154861436077363,179.0,Difficult
OO,5219,2025-08-07,ORD,GRB,3.0,36,0,33,0.0497942293263,0.09428571428571429,0.3596730245231608,0.12057961690556492,0.15254387688122176,488.0,Easy
UA,793,2025-08-13,ORD,DFW,45.0,129,0,65,0.04373664526383751,0.18571428571428572,0.5252367977163617,0.12526407421578933,0.21591157927997096,98.0,Difficult
UA,286,2025-08-03,ORD,CLE,52.0,152,0,90,0.044564698392487674,0.2571428571428572,0.466301171990414,0.05709894211772541,0.20565020522460917,155.0,Difficult
G7,4518,2025-08-14,ORD,STL,90.0,56,0,31,0.04401900820808986,0.08857142857142858,0.5776566757493189,0.09566386809920771,0.19889550216245538,142.0,Medium
YX,3551,2025-08-09,ORD,SDF,-3.0,40,0,19,0.046504038508607334,0.054285714285714284,0.2541230460347053,0.08176719565427801,0.1074068407635427,510.0,Easy
G7,4481,2025-08-14,ORD,GRR,-9.0,42,0,42,0.09417703099065507,0.12000000000000001,0.42506811989100823,0.06934441342148065,0.1783890219542447,303.0,Medium
OO,5099,2025-08-06,ORD,CIU,-5.0,41,0,21,0.04774789113480822,0.060000000000000005,0.4141689373297003,0.09265959806705548,0.15139852128627865,411.0,Easy
YX,3603,2025-08-03,ORD,CMH,1.0,99,0,35,0.04712462734576563,0.1,0.677183421769683,0.04956494559975687,0.21834623276610182,80.0,Difficult
UA,1801,2025-08-05,ORD,DEN,3.0,265,0,115,0.046323033431102834,0.32857142857142857,0.5844570204243229,0.06316281917398142,0.254786586113065,15.0,Difficult
UA,219,2025-08-07,ORD,HNL,36.0,423,0,150,0.04596853039912397,0.4285714285714286,0.6922009151200453,0.03664109257147559,0.30131186355690076,3.0,Difficult
UA,609,2025-08-01,ORD,PHX,18.0,194,0,49,0.04536536881185708,0.14,0.5579285464204711,0.09804076029312322,0.20769989930729954,175.0,Difficult
UA,1077,2025-08-05,ORD,DCA,-10.0,66,0,14,0.058295226414614876,0.04,0.18397294901677555,0.013834292196819309,0.07624866361794222,525.0,Easy
UA,1316,2025-08-04,ORD,SRQ,-5.0,138,0,18,0.04778490500390497,0.05142857142857143,0.5641624497210329,0.0746540784777943,0.18316404248413143,254.0,Medium
OO,5045,2025-08-14,ORD,RHI,9.0,52,0,28,0.04647461403788,0.08,0.5340599455040872,0.08278758113315983,0.18401488681401776,259.0,Medium
UA,1113,2025-08-01,ORD,ALB,-8.0,184,0,54,0.04627131769467297,0.15428571428571428,0.5713535340271166,0.06215805931285154,0.20772281924917993,174.0,Difficult
OO,5859,2025-08-07,ORD,BZN,-6.0,80,0,16,0.07349965292499303,0.045714285714285714,0.5409436397533343,0.004388000790181259,0.16959197740243917,404.0,Easy
UA,2179,2025-08-09,ORD,SFO,139.0,293,0,51,0.04606327939130741,0.1457142857142857,0.6496658049791565,0.06053413464177228,0.22477083341910725,145.0,Difficult
UA,1923,2025-08-15,ORD,CID,15.0,162,0,109,0.0465714938169941,0.31142857142857144,0.5558583106267031,0.058894616429484986,0.24257209194481386,27.0,Difficult
OO,5847,2025-08-08,ORD,DSM,-4.0,73,0,31,0.046387678101640156,0.08857142857142858,0.4907500358525743,0.05832629736073648,0.17041192900864008,383.0,Easy
UA,2195,2025-08-13,ORD,BDL,-3.0,191,0,47,0.04619374409002819,0.13428571428571429,0.5943337382226455,0.07646582528986129,0.21130615141207065,113.0,Difficult
UA,2038,2025-08-14,ORD,BUF,-4.0,136,0,31,0.06173713352504986,0.08857142857142858,0.4613987284287012,0.03416923772443119,0.16284752685243364,433.0,Easy
UA,312,2025-08-09,ORD,CHS,24.0,140,0,69,0.04726353821919931,0.19714285714285715,0.5728125946109598,0.04070884808207599,0.21480969402062922,185.0,Difficult
YX,3603,2025-08-13,ORD,CMH,-4.0,86,0,28,0.0466979725202193,0.08,0.5839667288111287,0.05739660614955895,0.19148039518875976,213.0,Medium
OO,5026,2025-08-03,ORD,JST,-2.0,42,0,7,0.047338623496509864,0.02,0.42506811989100823,0.07776663873186118,0.14102194476807728,536.0,Easy
UA,2104,2025-08-09,ORD,BOS,-2.0,160,0,19,0.06761417726824727,0.054285714285714284,0.5485921889191644,0.020969257202605025,0.17519758042221487,372.0,Medium
UA,1178,2025-08-10,ORD,ORF,214.0,191,0,111,0.04484728795226511,0.31714285714285717,0.548795153212671,0.09220789069118432,0.24838026711279845,18.0,Difficult
UA,556,2025-08-09,ORD,CLT,-3.0,88,0,18,0.1553971428373715,0.05142857142857143,0.2870118074477748,0.05403127719391804,0.1420354930090816,475.0,Easy
UA,2172,2025-08-08,ORD,FAI,75.0,167,0,166,0.04655575424503719,0.4742857142857143,0.5155444666951184,0.10260464039301938,0.2819451995973233,8.0,Difficult
OO,5577,2025-08-14,ORD,JAX,-5.0,63,0,2,0.08110186618018209,0.005714285714285714,0.419044887422917,0.05390366746473671,0.14130108663130264,511.0,Easy
OO,5731,2025-08-14,ORD,STL,-1.0,78,0,49,0.048443378624726995,0.14,0.5266026100674029,0.045373464984441184,0.19025835910115707,205.0,Medium
OO,5038,2025-08-11,ORD,PLN,-8.0,46,0,19,0.04843000386530548,0.054285714285714284,0.4686648501362399,0.15539758539740195,0.17634615934456058,323.0,Medium
YX,3523,2025-08-15,ORD,RIC,-1.0,88,0,23,0.046387678101640156,0.06571428571428571,0.5983077584970601,0.0640805234279666,0.19273791916892183,180.0,Medium
OO,5565,2025-08-09,ORD,CHO,-3.0,65,0,24,0.19253768672836002,0.06857142857142857,0.67574931880109,0.04945500485483792,0.2537324938326052,40.0,Difficult
OO,5946,2025-08-12,ORD,RAP,91.0,30,0,23,0.05135238879890649,0.06571428571428571,0.20085636434410276,0.1333533244889648,0.10871904405206202,453.0,Easy
OO,5849,2025-08-02,ORD,PWM,-2.0,89,0,11,0.047512495368989556,0.03142857142857143,0.6054782733400258,0.015640898324555518,0.1766086394677573,447.0,Medium
UA,2652,2025-08-03,ORD,RSW,5.0,207,0,58,0.046219601958243116,0.16571428571428573,0.6468599192409967,0.09088822341049052,0.23518707650839166,33.0,Difficult
UA,468,2025-08-07,ORD,IAH,16.0,206,0,8,0.05810544813182317,0.022857142857142857,0.5944621192516707,0.09563320593004285,0.1908880911527589,233.0,Medium
UA,763,2025-08-07,ORD,PWM,-11.0,215,0,30,0.04645232277217748,0.08571428571428572,0.6731230097501724,0.03395148124084886,0.21043531694593753,126.0,Difficult
UA,1304,2025-08-06,ORD,LAS,-4.0,160,0,60,0.04616603923122648,0.17142857142857143,0.45441675673207194,0.07845094595530319,0.1860013330005894,212.0,Medium
UA,2182,2025-08-06,ORD,PHL,-6.0,149,0,39,0.04915165936278809,0.11142857142857143,0.508628519527702,0.12595420519965217,0.19495061158783525,163.0,Medium
UA,2465,2025-08-05,ORD,ORF,69.0,210,0,60,0.04345788928335938,0.17142857142857143,0.6066399768620706,0.09461109119749062,0.22647672209716646,60.0,Difficult
UA,1347,2025-08-13,ORD,FLL,13.0,209,0,17,0.04656637444091118,0.04857142857142857,0.6035955124594705,0.06291692692429668,0.18959503297485747,236.0,Medium
UA,2071,2025-08-04,ORD,SAN,4.0,204,0,1,0.046074881308717626,0.002857142857142857,0.5883731904464706,0.02116433083852541,0.16586291388622373,430.0,Easy
UA,1920,2025-08-10,ORD,LAS,95.0,202,0,60,0.04614249010124503,0.17142857142857143,0.5822842616412708,0.062548262536518,0.21478060780513766,80.0,Difficult
OO,5984,2025-08-04,ORD,BIL,-3.0,81,0,18,0.08261455147075543,0.05142857142857143,0.5481141545963001,0.050160456370820616,0.18470213822160864,246.0,Medium
UA,2418,2025-08-13,ORD,PHL,-5.0,191,0,60,0.05655120555304727,0.17142857142857143,0.548795153212671,0.034795652168712096,0.2039804232599672,147.0,Difficult
UA,2361,2025-08-06,ORD,LAX,-3.0,291,0,8,0.059850224580449,0.022857142857142857,0.6450080346538113,0.025713813800704765,0.19006412451201418,181.0,Medium
OO,5314,2025-08-04,ORD,LNK,-2.0,54,0,24,0.04679293331211205,0.06857142857142857,0.5558583106267031,0.09601479409090943,0.18934827361134843,198.0,Medium
UA,2099,2025-08-13,ORD,IAH,5.0,186,0,64,0.06342755150763155,0.18285714285714286,0.5335728311996711,0.13183189400220977,0.22450213776693492,70.0,Difficult
YX,3542,2025-08-01,ORD,YUL,5.0,85,0,26,0.04622883691117702,0.07428571428571429,0.5767962139681629,0.03937120031814466,0.18451337320045136,359.0,Medium
UA,1363,2025-08-14,ORD,LAX,-5.0,214,0,26,0.046159962036392554,0.07428571428571429,0.5504087193460491,0.09114774615238858,0.1882511462493363,226.0,Medium
UA,2071,2025-08-05,ORD,SAN,-2.0,221,0,2,0.060483910259949925,0.005714285714285714,0.6401290852906704,0.019363651419344104,0.1834787461130928,281.0,Medium
UA,580,2025-08-05,ORD,PDX,-4.0,225,0,84,0.046401530531041006,0.24000000000000002,0.6523069429010702,0.10544768800411293,0.2580867324854024,12.0,Difficult
G7,4597,2025-08-07,ORD,ROA,-4.0,31,0,19,0.08912939678497533,0.054285714285714284,0.3051771117166213,0.03769314699828091,0.12414315493573269,526.0,Easy
UA,1377,2025-08-03,ORD,MYR,-3.0,196,0,33,0.04763156183193272,0.09428571428571429,0.8150166515289131,0.06001980799265355,0.2536190216017674,13.0,Difficult
G7,4436,2025-08-03,ORD,SGF,-6.0,50,0,17,0.04752052022464247,0.04857142857142857,0.5122615803814714,0.07911419509145995,0.1702872473239097,446.0,Easy
UA,2488,2025-08-14,ORD,LGA,233.0,217,0,13,0.040443600645733394,0.037142857142857144,0.6279512276802705,0.06458993267473036,0.191324587934448,196.0,Medium
UA,2385,2025-08-11,ORD,MSO,-6.0,181,0,40,0.04665918571789691,0.11428571428571428,0.5615048750861757,0.038796398059939285,0.19070468267032945,214.0,Medium
YX,3716,2025-08-08,ORD,CMH,-4.0,84,0,55,0.046387678101640156,0.15714285714285714,0.5696256991251972,0.056711076157761955,0.20695065772905802,146.0,Difficult
UA,1387,2025-08-09,ORD,SFO,23.0,257,0,21,0.04482373882228365,0.060000000000000005,0.7497298037842693,0.05487588352992018,0.22685474929873645,134.0,Difficult
UA,1779,2025-08-01,ORD,BOS,35.0,200,0,29,0.04580587606680426,0.08285714285714287,0.5761953328360708,0.03843484729754326,0.18619185120285334,342.0,Medium
UA,1215,2025-08-02,ORD,ANC,-4.0,211,0,128,0.047409063896129845,0.3657142857142857,0.6599914644955845,0.053078742372334314,0.2812649051957734,13.0,Difficult
UA,2616,2025-08-14,ORD,PDX,99.0,182,0,72,0.04412511463283388,0.2057142857142857,0.5647877613998228,0.09299143238333535,0.22446133264504436,50.0,Difficult
UA,2278,2025-08-03,ORD,SEA,9.0,236,0,47,0.04626631294598622,0.13428571428571429,0.6103542234332425,0.12066289038776151,0.22417245639108738,63.0,Difficult
UA,777,2025-08-13,ORD,LAS,20.0,114,0,27,0.04642507966102246,0.07714285714285714,0.31437139421247323,0.10015202859661736,0.13183649245646278,487.0,Easy
UA,2148,2025-08-12,ORD,SAT,199.0,80,0,56,0.046284808756350326,0.16,0.2579473206176204,0.09945387005625117,0.1382630467925604,387.0,Easy
OO,5610,2025-08-10,ORD,CHO,33.0,42,0,28,0.047611468588708766,0.08,0.42506811989100823,0.07776663873186118,0.15610379829573695,473.0,Easy
UA,2211,2025-08-12,ORD,SEA,85.0,64,0,51,0.046219601958243116,0.1457142857142857,0.17740717638948164,0.2381837134083057,0.1422829887950759,374.0,Easy
OO,5607,2025-08-12,ORD,TUS,-5.0,61,0,22,0.04778400298524631,0.06285714285714286,0.4421954067730635,0.11663313838186277,0.16392496597949804,285.0,Easy
YX,3696,2025-08-06,ORD,CVG,-5.0,78,0,19,0.047240987752732805,0.054285714285714284,0.5266026100674029,0.03403585386510903,0.16620154818712096,340.0,Easy
OO,4638,2025-08-14,ORD,COS,-2.0,72,0,31,0.04708584054344323,0.08857142857142858,0.4835795210096085,0.07881941769986427,0.17292737309826509,359.0,Easy
G7,4497,2025-08-02,ORD,ROA,72.0,61,0,26,0.04229098929083014,0.07428571428571429,0.6321525885558583,0.018051680739107522,0.1929072086454637,363.0,Medium
UA,764,2025-08-13,ORD,YYC,0.0,143,0,29,0.0463906617018188,0.08285714285714287,0.5857878119458501,0.03980772886182865,0.1890399829836596,242.0,Medium
G7,4600,2025-08-14,ORD,XNA,-5.0,53,0,15,0.047020304222277806,0.04285714285714286,0.5449591280653951,0.06116055329169741,0.17329226965565733,353.0,Easy
OO,5420,2025-08-15,ORD,MLI,1.0,68,0,37,0.04770241695277507,0.10571428571428572,0.7084468664850138,0.057578069782464006,0.2293666270921502,46.0,Difficult
OO,5320,2025-08-07,ORD,MKE,40.0,44,0,10,0.05443259589368137,0.02857142857142857,0.446866485013624,0.05403127655442057,0.14599551247525167,504.0,Easy
UA,2075,2025-08-12,ORD,TPA,135.0,156,0,57,0.04647818064039241,0.16285714285714287,0.47943271724500186,0.10432904348813209,0.19538172791528033,118.0,Medium
UA,1347,2025-08-09,ORD,FLL,19.0,258,0,65,0.04656637444091118,0.18571428571428572,0.7527742681868692,0.050541306804002664,0.2587003121683626,30.0,Difficult
UA,1785,2025-08-09,ORD,EWR,89.0,175,0,27,0.04614249010124503,0.07714285714285714,0.5000837227710715,0.0543528533931459,0.16901996268748484,404.0,Easy
UA,1851,2025-08-12,ORD,ALB,1.0,83,0,40,0.04889112802697497,0.11428571428571428,0.23978201634877386,0.12987281735658487,0.1291588345380315,407.0,Easy
UA,2666,2025-08-08,ORD,DEN,-5.0,221,0,35,0.04969081223490203,0.1,0.5694822888283378,0.029767577003391266,0.18823133127823333,282.0,Medium
UA,763,2025-08-11,ORD,PWM,-3.0,228,0,35,0.04634889129931776,0.1,0.7158005318275829,0.031887675204072416,0.22423233538750553,57.0,Difficult
